cluster_id,size,avg_distance,max_distance,density
0,8,0.9164920130240832,1.0443980958530639,1.0911169826687956
1,21,0.8417471206320654,1.059250251206141,1.1880052516607393
2,2,0.7571000734420416,0.7571000734420416,1.3208293526132782
3,4,0.8824046705883039,0.9919461033312263,1.1332668935443961
4,6,0.8337827819156179,0.9805668965585235,1.1993531427724644
5,14,0.7476258583515578,1.0252725076256441,1.3375674325539593
6,5,0.7600807289593537,0.9354071219970678,1.3156497221519627
7,35,0.7409810056829745,0.9419305690143639,1.3495622589452574
8,1,0.0,0.0,0.0
9,3,0.6445130443957812,0.694606673196279,1.5515589770294336
10,14,0.8902002983231261,1.112399114199598,1.123342692393352
11,6,0.7765248771415398,0.984856281116166,1.2877887487034723
12,7,0.7309876558294672,1.0120596019469346,1.3680121570978891
13,10,0.8711231586303398,1.0021252718488673,1.1479433074164827
14,7,0.8051421746018247,1.0307028720537115,1.2420166666469046
15,38,0.7323089390363042,0.9526902201921067,1.3655438935094995
16,24,0.7606130232372671,0.9544213197339921,1.3147290005795564
17,18,0.7918201224143273,1.019676821844114,1.2629130929694274
18,2,0.6244857400968439,0.6244857400968439,1.6013175892291638
19,11,0.9113654872667749,1.1955007330581007,1.097254629302804
20,16,0.6608576049980162,0.8228915427715835,1.5131852796816696
21,13,0.7642612489598306,0.8921931083110933,1.308453099290547
22,1,0.0,0.0,0.0
23,8,0.8618797689359455,1.0761709669473265,1.1602546386702506
24,12,0.8194950396152981,1.165457210292553,1.2202636398475473
25,18,0.7622981525047391,0.9570939958564575,1.3118226727731717
26,24,0.7591848982933664,0.9454791931712517,1.3172021758023127
27,3,0.8711615468352415,0.9373472769694406,1.1478927226735547
28,14,0.899541251787543,1.142690440319897,1.1116777556356203
29,4,0.8960522362697793,0.9960522051287755,1.1160063659361528
30,4,0.7382678124767708,0.8412927303102222,1.3545220080904072
31,22,0.7675495498890367,1.0593500641215343,1.3028474839367485
32,4,0.8356302390581551,0.9747171811693083,1.1967015470950848
33,8,0.7666077098257613,0.88723000272873,1.3044481382751036
34,17,0.812082904594435,0.9546397139527055,1.231401368283049
35,6,0.833673168417439,0.9775526685456073,1.1995108368167204
36,19,0.8899075076453602,1.0784057965167337,1.1237122861605768
37,2,0.6900249265113494,0.6900249265113494,1.4492230083787123
38,11,0.8189303311858217,0.9731205180072648,1.2211050950205697
39,3,0.9628988684735106,1.031870178992099,1.038530662603699
40,2,0.7288255213219844,0.7288255213219844,1.372070503306384
41,5,0.8430781383596984,0.9405060961259103,1.186129676932434
42,7,0.6474677236029343,0.7545453340698383,1.5444785328925703
43,22,0.8008056508361006,0.9584336241635728,1.2487424368584956
44,8,0.813425740666994,0.9524882668221558,1.2293685211597578
45,14,0.7451251745138693,0.9334655006324138,1.3420563873958615
46,3,0.6805922332680786,0.7345442858674072,1.4693085682909621
47,6,0.7828472560970626,0.8796668310156374,1.277388394841962
48,9,0.9463254257918864,1.1664621683250145,1.0567189390029617
49,3,0.7014202701892459,0.8469782777276739,1.4256787868243788
50,21,0.7464517691768431,0.9535888372910929,1.3396712837438816
51,16,0.6817822745849406,0.886623330338221,1.466743910967928
52,2,0.9049982531776404,0.9049982531776404,1.1049745083797575
53,9,0.7815875786472716,1.0401558664114572,1.279447149867453
54,3,0.8324809754490688,0.9881002660591279,1.201228651910565
55,6,0.9262426475788974,1.1278963547959595,1.079630702069197
56,13,0.8122813306180724,0.9927480439398545,1.2311005586155486
57,6,0.7573179835425864,0.9738472773643945,1.3204492981800713
58,6,0.8999277247081079,1.0542599580761352,1.111200346909226
59,8,0.8370560260834038,1.054277124035078,1.19466316318102
60,20,0.7551394700160464,1.0018111549857263,1.32425868276535
61,6,0.7254675934280667,0.8233129900817195,1.378421322910976
62,9,0.7547453100697807,0.8873766148799334,1.3249502666999666
63,28,0.7639894358357825,1.0360845114671446,1.3089186223826994
