cluster_id,size,avg_distance,max_distance,density
0,23,0.9468784951906153,1.2437265708073808,1.0561017121829246
1,21,0.9743942952072057,1.2583754626067725,1.0262785865216393
2,6,1.0928706359788107,1.218362235425078,0.9150213822923033
3,17,1.0873177515409447,1.2731300529644842,0.9196943566706254
4,6,1.003721460404395,1.2112070616241564,0.9962923375147369
5,8,1.0017921442999822,1.2045367161350702,0.9982110617355315
6,28,0.9995323941561511,1.2751855047642515,1.0004678246013663
7,13,0.9744332421289664,1.1707550563892408,1.0262375674039759
8,4,0.914513222052023,1.009126951375602,1.0934779026553145
9,12,1.0565947225380148,1.2096438673502712,0.9464366787654681
