cluster_id,size,avg_distance,max_distance,density
0,92,0.9538226745669617,1.2708340872077195,1.0484129038492431
1,172,0.8435494158674792,1.0867746295515968,1.1854670054766525
2,104,0.9112223116369763,1.200586065663491,1.0974270353450168
3,269,0.8290627963427928,1.1603904719386597,1.2061812499743745
4,228,0.8128604712047861,1.083968610087149,1.2302234336944
5,300,0.8829398629808728,1.1444877647519167,1.1325799660057518
6,129,1.0598461016292646,1.2886812226403088,0.9435332153061984
7,127,0.8876949871912573,1.2187137286463692,1.1265130640920766
8,123,0.9535239247554654,1.198754925673732,1.0487413834492443
9,112,1.009847669848336,1.2693324541516968,0.9902483610723041
10,207,0.9184705780889753,1.1551529633493933,1.0887665036376666
11,277,0.7985717608567243,1.0750511383544856,1.252235614902259
12,144,0.8030128761414533,1.110590122227541,1.2453100438502143
13,143,0.9615183464129448,1.2065041014701916,1.040021756974909
14,164,0.9748292381404711,1.256838961027302,1.0258206882546355
15,169,0.8049889057665532,1.1021995107235723,1.2422531451507979
16,136,0.8515977499435324,1.1257732682438844,1.1742633186458136
17,220,0.7970123947605977,1.0635763872652952,1.2546856317088702
18,131,0.8486131542815395,1.1572936662279723,1.1783932348381154
19,239,1.0420082959207824,1.271734138603076,0.9596852577035759
20,84,1.0836068968549262,1.2965073170293728,0.9228438863783649
21,141,0.8189670065174358,1.0509508343722704,1.2210504111177647
22,161,1.198547639059494,1.3781019246473285,0.8343431394889774
23,122,0.8552796768637436,1.1280361326558384,1.169208186574638
24,116,0.9501994363561723,1.1935302635352372,1.0524106432169682
25,246,0.8276466509139747,1.1442583880409594,1.2082450873155768
26,79,0.9598277906462777,1.2307126045948857,1.0418535593001255
27,89,0.9887366137620512,1.3069475083205875,1.0113916953020408
28,163,0.8662025322508445,1.1439091531323553,1.1544644153850256
29,115,0.8478322374579511,1.0855837434244784,1.1794786230331278
30,84,1.0631809217764419,1.3048709892237966,0.9405736874295351
31,123,0.9732992794668043,1.2649879619874858,1.0274332069246193
32,105,0.9604919001222967,1.275041692722924,1.0411331942233693
33,126,0.9261914632489255,1.2213281434277221,1.0796903660633692
34,62,0.8658588993820217,1.1440553896822288,1.154922586940802
35,141,0.8654613644517986,1.1331248540130763,1.1554530809511308
36,154,0.8655877093332265,1.134628862215201,1.1552844260812265
37,104,0.8425026559078328,1.0960613926338023,1.1869398784535072
38,124,0.9282715925458835,1.1938229810323406,1.0772709280668535
39,176,0.7495232142353652,1.0711227150505171,1.3341814916568817
40,73,0.8245738057269631,1.1494255200931032,1.2127477165229341
41,102,0.9886564270350773,1.226568401009631,1.0114737260131321
42,180,0.7980598561772951,1.0567614372842415,1.2530388444671277
43,207,0.8132302375768152,1.102138082233339,1.2296640653447704
44,117,0.8636561353175434,1.1802110077898416,1.1578682291561868
45,202,0.8499144883957479,1.1274999336614502,1.1765889553048394
46,215,0.7957631767302551,1.1463430045740757,1.2566552829309623
47,148,1.124779966740941,1.3353831476470563,0.8890627763379428
48,145,0.9976341878054585,1.2826584626622806,1.002371422534893
49,152,0.8048740481965758,1.1240336808151963,1.2424304178282666
50,129,0.840458273353415,1.1198810920208384,1.1898270642396274
51,120,1.0039856687872206,1.3401499887322539,0.9960301537052464
52,107,1.1092040329788124,1.3207428075291372,0.9015473891800225
53,183,0.900540354550366,1.1752775696914195,1.1104444070130468
54,149,0.878981890267191,1.1170228452626607,1.1376798669834054
55,124,1.0240255171952488,1.2874941682682064,0.9765381655126589
56,150,0.9555187822314111,1.2378346730546632,1.046551903108291
57,229,0.8940428672574641,1.1833026985159711,1.1185145999403434
58,278,0.9606351672908158,1.228086512248605,1.0409779217433826
59,180,0.7968591408098833,1.0482898357487922,1.254926935999825
60,165,0.8879805733759973,1.1650518208356946,1.1261507627336014
61,50,0.6044690107049306,1.0854554572583122,1.6543445276604036
62,142,0.8700030469687956,1.1403841813393951,1.1494212617807844
63,124,1.0858626890459135,1.3276029209629254,0.9209267526068546
64,81,0.7777281900874455,1.03160108068313,1.2857962624288608
65,130,0.8490443629394269,1.1233283336562605,1.1777947580241372
