data_index,cluster,probability,outlier_score
2085,-1,0.0,0.1119743711741361
2086,-1,0.0,0.1817015260740694
2087,-1,0.0,0.0762279618621178
2088,-1,0.0,0.007274740360979917
2089,-1,0.0,0.03940011269011528
2090,13,1.0,0.0
2091,-1,0.0,0.007274740360979917
2092,-1,0.0,0.031234689217142883
2093,-1,0.0,0.00778594515899963
2094,-1,0.0,0.00410024403349979
2095,-1,0.0,0.015515338896210533
2096,-1,0.0,0.02537365648862709
2097,-1,0.0,0.0029310679629871504
2098,-1,0.0,0.005757011923662396
2099,-1,0.0,0.007397113864525485
2100,-1,0.0,0.012772130092947398
2101,-1,0.0,0.05447944828519197
2102,-1,0.0,0.027923084809670273
2103,-1,0.0,0.023196380205338974
2104,-1,0.0,0.0168835871556427
2105,-1,0.0,0.002662278346833454
2106,-1,0.0,0.001469032631802367
2107,-1,0.0,0.006029367344705062
2108,-1,0.0,0.0064658433974608435
2109,-1,0.0,0.01968475969348496
2110,-1,0.0,0.042859740338278475
2111,-1,0.0,0.01989226344355404
2112,-1,0.0,0.0016932886860900928
2113,-1,0.0,0.008516199968825891
2114,-1,0.0,0.004724368464400982
2115,-1,0.0,0.03402060707954203
2116,-1,0.0,0.004635638162856841
2117,54,1.0,0.0
2118,-1,0.0,0.004124796780835329
2119,-1,0.0,0.009406377162023066
2120,-1,0.0,0.035784353461294424
2121,-1,0.0,0.08063495749789779
2122,-1,0.0,0.02452496693137957
2123,35,0.715362675181346,0.284637324818654
2124,-1,0.0,0.038394185809553144
2125,-1,0.0,0.0363394677646391
2126,-1,0.0,0.030916419134408953
2127,52,1.0,0.0
2128,-1,0.0,0.041573824550712145
2129,-1,0.0,0.00436507729339709
2130,-1,0.0,0.0024038788464816286
2131,-1,0.0,0.0025991287045253465
2132,-1,0.0,0.013588398887173036
2133,-1,0.0,0.006195750593160388
2134,-1,0.0,0.019562339305687706
2135,-1,0.0,0.024594778962635507
2136,-1,0.0,0.005740821838345968
2137,-1,0.0,0.029262426916606184
2138,-1,0.0,0.017520382680107076
2139,-1,0.0,0.002479081360840287
2140,-1,0.0,0.0018937032381672028
2141,-1,0.0,0.0030705602796285755
2142,-1,0.0,0.004761525174931306
2143,-1,0.0,0.0011362298208444377
2144,-1,0.0,0.00283600988655516
2145,-1,0.0,0.0013838692829971674
2146,-1,0.0,0.0015074289436811674
2147,-1,0.0,0.0019767337937334002
2148,-1,0.0,0.0006095657735564687
2149,-1,0.0,0.000427910351304422
2150,-1,0.0,0.013338468064388043
2151,-1,0.0,0.010524373794022365
2152,-1,0.0,0.011439709593196137
2153,-1,0.0,0.002881608484290326
2154,54,0.883733733359925,0.11626626664007497
2155,-1,0.0,0.0028879419997425077
2156,-1,0.0,0.0033607267309313507
2157,-1,0.0,0.0020678177945173447
2158,-1,0.0,0.009059840181945297
2159,-1,0.0,0.0052136639861708875
2160,-1,0.0,0.005150146900065559
2161,-1,0.0,0.02650302192385069
2162,35,1.0,0.0
2163,-1,0.0,0.006490435891738926
2164,-1,0.0,0.025153896945819616
2165,-1,0.0,0.01768689789182532
2166,-1,0.0,0.013448978122955941
2167,-1,0.0,0.02058141993927704
2168,-1,0.0,0.03401237166579256
2169,-1,0.0,0.038974559887263914
2170,-1,0.0,0.04810825905209046
2171,-1,0.0,0.18995555399863864
2172,-1,0.0,0.016296834844905208
2173,-1,0.0,0.12688670381536518
2174,-1,0.0,0.009379148595472057
2175,-1,0.0,0.020414672184166472
2176,-1,0.0,0.033548399712678874
2177,-1,0.0,0.002184326954268616
2178,-1,0.0,0.0012764920701767905
2179,-1,0.0,0.003445285733567547
2180,-1,0.0,0.04615638298023674
2181,-1,0.0,0.003974977218529856
2182,-1,0.0,0.011896517700357052
2183,-1,0.0,0.00016467724548823717
2184,-1,0.0,0.0428797165940229
2185,-1,0.0,0.09664740292854732
2186,-1,0.0,0.007449475933749993
2187,-1,0.0,0.018497226941341482
2188,-1,0.0,0.013261794169566275
2189,-1,0.0,0.0009780626125200508
2190,-1,0.0,0.004707565898849926
2191,-1,0.0,0.003560975069630473
2192,-1,0.0,0.00044560328294211563
2193,-1,0.0,0.009662196607559709
2194,-1,0.0,0.005029864316245904
2195,-1,0.0,0.007355990853165892
2196,-1,0.0,0.0046530089512681104
2197,-1,0.0,0.0004867302411335644
2198,-1,0.0,0.0017377513203030673
2199,-1,0.0,0.0034374062843673505
2200,-1,0.0,0.043514188941009765
2201,-1,0.0,0.005969450950507698
2202,-1,0.0,0.07445217404040665
2203,58,1.0,0.0
2204,25,1.0,0.0
2205,-1,0.0,0.007540177455316323
2206,22,0.9379899844253432,0.062010015574656796
2207,-1,0.0,0.0023058044604267122
2208,-1,0.0,0.021853897448087158
2209,-1,0.0,0.030291640508523062
2210,-1,0.0,0.06937447035104466
2211,-1,0.0,0.023214978292331465
2212,-1,0.0,0.13406784437044594
2213,-1,0.0,0.11665010495737727
2214,-1,0.0,0.20588812199040543
2215,-1,0.0,0.11471077841528621
2216,-1,0.0,0.012452582074014316
2217,-1,0.0,0.000258540887449778
2218,-1,0.0,0.014088921563036273
2219,-1,0.0,0.15869414400680346
2220,-1,0.0,0.0762279618621178
2221,-1,0.0,0.0762279618621178
2222,-1,0.0,0.0070017996487310545
2223,-1,0.0,0.01089315336949852
2224,-1,0.0,0.003378010601807868
2225,-1,0.0,0.008400161634064374
2226,-1,0.0,0.018485657645557953
2227,48,0.7631768763560441,0.23682312364395586
2228,-1,0.0,0.04861511251161241
2229,-1,0.0,0.019882947617027306
2230,-1,0.0,0.04357080552458027
2231,-1,0.0,0.0013138285625564426
2232,-1,0.0,0.0028909863591072902
2233,-1,0.0,0.0009705844327196773
2234,27,1.0,0.0
2235,-1,0.0,0.03772113549571733
2236,-1,0.0,0.0010857713949520532
2237,2,1.0,0.0
2238,-1,0.0,0.03259700942978872
2239,-1,0.0,0.014846719885346577
2240,60,1.0,0.0
2241,-1,0.0,0.01960135033376851
2242,-1,0.0,0.002063960857922118
2243,-1,0.0,0.009856906088452104
2244,-1,0.0,0.010960386577376807
2245,-1,0.0,0.0060535892669257695
2246,-1,0.0,0.004937760296640358
2247,-1,0.0,0.06950208940042595
2248,-1,0.0,0.12914722733457948
2249,-1,0.0,0.0014995053766992837
2250,-1,0.0,0.02789617037893838
2251,-1,0.0,0.044185028220718396
2252,-1,0.0,0.0013041227638849523
2253,-1,0.0,0.0016256998038990016
2254,-1,0.0,0.0015434197491874084
2255,-1,0.0,0.00952317452941086
2256,-1,0.0,0.04361102661349252
2257,-1,0.0,0.045037793162700665
2258,-1,0.0,0.037115819003509604
2259,-1,0.0,0.007945707217853907
2260,-1,0.0,0.005999534394419702
2261,-1,0.0,0.004223457625889762
2262,-1,0.0,0.0382554549241086
2263,46,0.7578803623265502,0.24211963767344982
2264,-1,0.0,0.0027553389964226705
2265,-1,0.0,0.03788247467259726
2266,-1,0.0,0.02112427659865643
2267,-1,0.0,0.15869932956618088
2268,-1,0.0,0.004503267690382378
2269,-1,0.0,0.002551230875901678
2270,-1,0.0,0.004831035546472906
2271,-1,0.0,0.08522851509943999
2272,-1,0.0,0.008590981269594974
2273,-1,0.0,0.08895550616940606
2274,-1,0.0,0.13220751439755402
2275,-1,0.0,0.06488339583684187
2276,-1,0.0,0.047029725114330685
2277,-1,0.0,0.006178193507572772
2278,-1,0.0,0.004105075377789186
2279,-1,0.0,0.1056200680518335
2280,-1,0.0,0.004773075480504158
2281,-1,0.0,0.0005529335329123976
2282,-1,0.0,0.00027941572171703627
2283,-1,0.0,0.001668376364093862
2284,-1,0.0,0.02062016036810018
2285,-1,0.0,0.0006323641953760868
2286,-1,0.0,0.009072659632992383
2287,-1,0.0,0.002587168690869227
2288,-1,0.0,0.005524011959586815
2289,-1,0.0,0.02690955077230107
2290,-1,0.0,0.012844391734220442
2291,-1,0.0,0.032633574879664264
2292,-1,0.0,0.029720985723883736
2293,-1,0.0,0.00010447043875419244
2294,-1,0.0,0.004493084373189258
2295,-1,0.0,0.0008406053351613858
2296,-1,0.0,0.009141363465273554
2297,-1,0.0,0.0014637598681038373
2298,-1,0.0,0.007788541102785866
2299,-1,0.0,0.007859916485691018
2300,-1,0.0,0.010226606978454879
2301,-1,0.0,0.0034978181755059693
2302,-1,0.0,0.0411404102277507
2303,13,1.0,0.0
2304,-1,0.0,0.002166200789122134
2305,-1,0.0,0.03610779170909576
2306,-1,0.0,0.02670996083379584
2307,-1,0.0,0.0030574930390941954
2308,-1,0.0,0.010724113947847568
2309,-1,0.0,0.015480923814342311
2310,-1,0.0,0.0019284226108380598
2311,-1,0.0,0.0030040956945378726
2312,-1,0.0,0.010240498279844036
2313,-1,0.0,0.044244515932115126
2314,-1,0.0,0.08794673947664011
2315,35,1.0,0.0
2316,-1,0.0,0.003819369855072828
2317,-1,0.0,0.02297986687637657
2318,-1,0.0,0.00043442315121160826
2319,-1,0.0,0.0012247084434784084
2320,-1,0.0,0.03928586872090828
2321,-1,0.0,0.09702790250858045
2322,-1,0.0,0.006896050180916974
2323,-1,0.0,0.001622648492770832
2324,-1,0.0,0.01178531209088224
2325,-1,0.0,0.003561680066416094
2326,-1,0.0,0.003907337074502488
2327,-1,0.0,0.0007957486481513381
2328,-1,0.0,0.01462236154853241
2329,-1,0.0,0.12474652534734415
2330,-1,0.0,0.0009397655987625307
2331,-1,0.0,0.003333308847004308
2332,-1,0.0,0.027038103885971294
2333,-1,0.0,0.002275291701506822
2334,-1,0.0,0.0024970615843688797
2335,-1,0.0,0.014703181941909945
2336,-1,0.0,0.0005937964887964369
2337,-1,0.0,0.0024208420939801014
2338,-1,0.0,0.02967036167594539
2339,-1,0.0,0.03442856589217537
2340,-1,0.0,0.004145354875029845
2341,-1,0.0,0.04161735359346271
2342,-1,0.0,0.0024889146392409974
2343,-1,0.0,0.010813980003182138
2344,-1,0.0,0.04456782948765369
2345,23,0.9820286995087217,0.017971300491278274
2346,-1,0.0,0.029409243796251167
2347,-1,0.0,0.004905350241505582
2348,-1,0.0,0.005763502716162132
2349,-1,0.0,0.015080666302295834
2350,-1,0.0,0.051095477328797066
2351,-1,0.0,0.013940035636013575
2352,-1,0.0,0.0034615861880170113
2353,-1,0.0,0.15447379061134073
2354,-1,0.0,0.04575021942122565
2355,-1,0.0,0.00038467946451083927
2356,-1,0.0,0.0021305621453254426
2357,-1,0.0,0.011121279356506353
2358,-1,0.0,0.014808335104009604
2359,-1,0.0,0.024394211748681
2360,-1,0.0,0.006238753862482866
2361,-1,0.0,0.033384278510051484
2362,-1,0.0,0.0426571177516208
2363,-1,0.0,0.13644682975944422
2364,-1,0.0,0.0034477417599629427
2365,15,1.0,0.0
2366,-1,0.0,0.015845676818602314
2367,-1,0.0,0.03402060707954203
2368,-1,0.0,0.09903204498684078
2369,-1,0.0,0.011045495524468844
2370,-1,0.0,0.0027476264538110456
2371,-1,0.0,0.038836191204491166
2372,-1,0.0,0.11496204422632629
2373,-1,0.0,0.009061834840930703
2374,-1,0.0,0.04262778849797038
2375,-1,0.0,0.043175068722767634
2376,-1,0.0,0.1585310461032356
2377,-1,0.0,0.01951082435637099
2378,-1,0.0,0.00962176035695662
2379,-1,0.0,0.0029404418289470727
2380,-1,0.0,0.001331589240598753
2381,-1,0.0,0.1723253999341024
2382,-1,0.0,0.0029404418289470727
2383,-1,0.0,0.027580409933414277
2384,-1,0.0,0.008820856181318852
2385,10,1.0,0.0
2386,-1,0.0,0.03235594743230216
2387,-1,0.0,0.015729426276293458
2388,-1,0.0,0.0030237155687931924
2389,-1,0.0,0.22550083943215252
2390,50,1.0,0.0
2391,20,1.0,0.0
2392,-1,0.0,0.0018575236457129352
2393,-1,0.0,0.013943643668843902
2394,49,1.0,0.0
2395,-1,0.0,0.006059937841312282
2396,-1,0.0,0.0009673241770164127
2397,-1,0.0,0.020446134202179698
2398,-1,0.0,0.0010989126074988323
2399,-1,0.0,0.1114169605379798
2400,-1,0.0,0.0013705075639226442
2401,-1,0.0,0.008551677365970215
2402,-1,0.0,0.015598406096483742
2403,-1,0.0,0.018031770334619293
2404,-1,0.0,0.05670402811482548
2405,-1,0.0,0.037270041511360534
2406,-1,0.0,0.008237809376036817
2407,-1,0.0,0.034421765581262795
2408,-1,0.0,0.006151122725672203
2409,-1,0.0,0.01658715693882425
2410,-1,0.0,0.008160899200162566
2411,-1,0.0,0.015817523801995487
2412,-1,0.0,0.008432844596896399
2413,-1,0.0,0.0009112948143500827
2414,-1,0.0,0.03980510366358103
2415,-1,0.0,0.017084029372667474
2416,-1,0.0,0.026585493340619416
2417,-1,0.0,0.0037448102254480746
2418,-1,0.0,0.0020736077779620232
2419,-1,0.0,0.0050658062437014175
2420,-1,0.0,0.00020814673177292845
2421,-1,0.0,0.001337626157055187
2422,-1,0.0,0.019420792010588345
2423,-1,0.0,0.020927827056190732
2424,-1,0.0,0.008570805583919091
2425,-1,0.0,0.011137678452485247
2426,-1,0.0,0.0017757961403338427
2427,-1,0.0,0.04146258431029087
2428,-1,0.0,0.0109686184003598
2429,-1,0.0,0.03734103714489154
2430,-1,0.0,0.003240711326202932
2431,-1,0.0,0.008479674298933884
2432,-1,0.0,9.020856298789524e-06
2433,-1,0.0,0.002198279886061519
2434,-1,0.0,0.02555968908329836
2435,-1,0.0,0.03789061368872908
2436,-1,0.0,0.01621695244727816
2437,-1,0.0,0.004848455919962896
2438,-1,0.0,0.014935875947935858
2439,3,0.7337789493500052,0.26622105064999474
2440,-1,0.0,0.0026843433286388627
2441,-1,0.0,0.013904461664834304
2442,-1,0.0,0.0007874640890298709
2443,-1,0.0,0.000881909606009942
2444,-1,0.0,0.010583894259363203
2445,-1,0.0,0.0012471441100643944
2446,-1,0.0,0.025002474692673558
2447,-1,0.0,0.04224199207957792
2448,-1,0.0,0.009599390630644935
2449,-1,0.0,0.005547373695119066
2450,-1,0.0,3.8240130211836595e-06
2451,-1,0.0,0.006925774609485865
2452,-1,0.0,0.054815696448451225
2453,-1,0.0,0.011183850248777681
2454,-1,0.0,0.04828654150334783
2455,-1,0.0,0.2101769692006103
2456,-1,0.0,0.027190832955162
2457,-1,0.0,0.004596414593748608
2458,-1,0.0,0.003869538385525995
2459,-1,0.0,0.004263005149747619
2460,-1,0.0,0.00607218547647963
2461,-1,0.0,0.0032482762045865274
2462,-1,0.0,0.00035582508208718513
2463,-1,0.0,0.04229398670729548
2464,-1,0.0,0.017402316695437327
2465,-1,0.0,0.0037652983691717113
2466,-1,0.0,0.003723230496746789
2467,-1,0.0,0.0049564260557435945
2468,-1,0.0,0.003016606744383762
2469,-1,0.0,0.008602767580920101
2470,-1,0.0,0.0016256998038990016
2471,-1,0.0,8.288560412766044e-05
2472,-1,0.0,0.029872578594192147
2473,-1,0.0,0.0028001453084176516
2474,-1,0.0,0.011696867322816103
2475,-1,0.0,0.03614847480368325
2476,-1,0.0,0.006248244980484895
2477,-1,0.0,0.15517041020723435
2478,-1,0.0,0.032987312700421344
2479,-1,0.0,0.02189160076097811
2480,-1,0.0,0.01083858411266894
2481,-1,0.0,0.028043094650145425
2482,-1,0.0,0.029886141912371184
2483,-1,0.0,0.019657825660460666
2484,-1,0.0,0.00881639631206803
2485,-1,0.0,0.0012805787793780713
2486,-1,0.0,0.01336675513664766
2487,-1,0.0,0.006900452836357686
2488,-1,0.0,0.000555971176406973
2489,-1,0.0,0.0024737806354449983
2490,-1,0.0,0.028901568093115202
2491,48,0.8228135534771808,0.1771864465228192
2492,-1,0.0,0.02851045760015192
2493,-1,0.0,0.02067300578008751
2494,-1,0.0,0.18420440929286405
2495,-1,0.0,0.010790260490057539
2496,-1,0.0,0.10135323657116288
2497,-1,0.0,0.03242871735274939
2498,3,0.9388439936196842,0.06115600638031581
2499,-1,0.0,0.01340224648794184
2500,48,0.9496644137900233,0.050335586209976725
2501,-1,0.0,0.0009064885882656021
2502,-1,0.0,0.009369887596257407
2503,-1,0.0,0.014605931876233725
2504,-1,0.0,0.0006412974783083199
2505,-1,0.0,0.022520714343709627
2506,-1,0.0,0.006626346697874756
2507,-1,0.0,0.0016256998038990016
2508,31,0.9782853515935731,0.021714648406426916
2509,-1,0.0,0.0010305580688828942
2510,-1,0.0,0.0005664555552621418
2511,-1,0.0,0.002743984825070187
2512,-1,0.0,0.0003092017839922894
2513,-1,0.0,0.041391073885006485
2514,-1,0.0,0.0014229994436862094
2515,-1,0.0,0.00033533864673658786
2516,-1,0.0,0.0006014975986783678
2517,-1,0.0,0.05016763891269408
2518,-1,0.0,0.13735082100655574
2519,-1,0.0,0.002514260649917799
2520,-1,0.0,0.02253862264018288
2521,-1,0.0,0.022150969350753683
2522,-1,0.0,0.020186746272573514
2523,-1,0.0,0.0004574347230225166
2524,-1,0.0,0.0234973208826348
2525,-1,0.0,0.05400686901909312
2526,-1,0.0,0.00353649919156797
2527,-1,0.0,0.0787694670115815
2528,-1,0.0,0.004190690947600758
2529,-1,0.0,0.03490850585140353
2530,-1,0.0,0.08341948590677659
2531,-1,0.0,0.015653755049954723
2532,-1,0.0,0.15196328375195753
2533,-1,0.0,0.006152739865586877
2534,-1,0.0,0.0376007081616291
2535,-1,0.0,0.016924515965296573
2536,-1,0.0,0.015593012801073019
2537,-1,0.0,0.04470152546804312
2538,-1,0.0,0.028329291553729503
2539,-1,0.0,0.020056759685092698
2540,-1,0.0,0.00027666704975521197
2541,-1,0.0,0.026220845581006576
2542,-1,0.0,0.013597949383895167
2543,-1,0.0,0.0006033168105492587
2544,-1,0.0,0.09970243513806963
2545,-1,0.0,0.16780826350913325
2546,-1,0.0,0.1222761367320515
2547,-1,0.0,0.026564809644479295
2548,-1,0.0,0.0015328472032706286
2549,-1,0.0,0.020646262022089877
2550,-1,0.0,0.03862342008462125
2551,-1,0.0,0.04341943696333413
2552,-1,0.0,0.033901325588520055
2553,-1,0.0,0.01698080391561019
2554,-1,0.0,0.03960541233861329
2555,-1,0.0,0.020927827056190732
2556,-1,0.0,0.001439367157725068
2557,-1,0.0,0.0045186948752851805
2558,-1,0.0,0.016595998533383807
2559,-1,0.0,0.019253977021002452
2560,-1,0.0,0.11320698715076578
2561,-1,0.0,0.013861301997423893
2562,-1,0.0,0.0012498343164031639
2563,-1,0.0,0.029727724956574282
2564,-1,0.0,0.014720783049574571
2565,19,1.0,0.0
2566,-1,0.0,0.02723599210039214
2567,-1,0.0,0.00538554525244546
2568,-1,0.0,0.022630966502020226
2569,-1,0.0,0.026680588840125814
2570,-1,0.0,0.026361032499527138
2571,-1,0.0,0.008547452534577032
2572,-1,0.0,0.00455263138541813
2573,-1,0.0,0.004920882610539023
2574,-1,0.0,0.0010654331262961968
2575,-1,0.0,0.016408372908463056
2576,-1,0.0,0.002910887145929279
2577,-1,0.0,0.014431218169518645
2578,-1,0.0,0.00490076056135958
2579,19,1.0,0.0
2580,-1,0.0,0.0030438900734085605
2581,-1,0.0,0.030655525166922923
2582,-1,0.0,0.22461350019270807
2583,-1,0.0,0.1279763359393165
2584,-1,0.0,0.1480220300444149
2585,-1,0.0,0.04464935705958364
2586,-1,0.0,0.13025123969499702
2587,-1,0.0,0.0007540225623152295
2588,-1,0.0,0.004627615526152693
2589,-1,0.0,0.02890022711413015
2590,-1,0.0,0.002523148287606861
2591,-1,0.0,0.004367291333240996
2592,-1,0.0,0.007529431421344354
2593,-1,0.0,0.010180464764954914
2594,-1,0.0,0.02271171622320846
2595,-1,0.0,0.005345141971817971
2596,-1,0.0,0.006952138854939267
2597,-1,0.0,0.00798094046040163
2598,-1,0.0,0.05227729892559333
2599,-1,0.0,0.0027732891149073054
2600,-1,0.0,0.019461654168781876
2601,-1,0.0,0.0025856334507809806
2602,-1,0.0,0.010533616335288223
2603,-1,0.0,0.0030246220440177125
2604,-1,0.0,0.009467605848286742
2605,-1,0.0,0.03298410835684883
2606,-1,0.0,0.03868556686872296
2607,-1,0.0,0.003815596618544635
2608,-1,0.0,0.03567941824035929
2609,-1,0.0,0.02773400361214606
2610,-1,0.0,0.019578482150330673
2611,-1,0.0,0.0047457699597225605
2612,-1,0.0,0.03481051572269188
2613,-1,0.0,0.06500552325279847
2614,-1,0.0,0.0027411003966173004
2615,-1,0.0,0.08409254560987976
2616,-1,0.0,0.00468760973919039
2617,-1,0.0,6.092189469893861e-05
2618,-1,0.0,0.019859154092527073
2619,-1,0.0,0.1912824473919034
2620,-1,0.0,0.01480130499114409
2621,-1,0.0,0.0849466833588799
2622,-1,0.0,0.0019709147509909793
2623,-1,0.0,0.017008544960828126
2624,-1,0.0,0.06254860409814421
2625,-1,0.0,0.00400697362725166
2626,-1,0.0,0.03931562968589185
2627,-1,0.0,0.022240505424587168
2628,-1,0.0,0.1863306000081545
2629,-1,0.0,0.0058179444392975985
2630,-1,0.0,0.044835383746740815
2631,-1,0.0,0.01006870690493771
2632,-1,0.0,0.0005585744901946869
2633,-1,0.0,0.002704549400647899
2634,-1,0.0,0.010718345862316665
2635,-1,0.0,0.012563892278900589
2636,-1,0.0,0.001960772297753415
2637,-1,0.0,0.0007545938748333082
2638,-1,0.0,0.00665372703404844
2639,-1,0.0,0.004017426412778703
2640,-1,0.0,0.01246744377616604
2641,-1,0.0,0.00423053493416343
2642,-1,0.0,0.0011940694856939636
2643,-1,0.0,0.005620914107920435
2644,-1,0.0,0.004111735169995105
2645,-1,0.0,0.027560340848790735
2646,-1,0.0,0.021149365694204707
2647,-1,0.0,0.09308727415313642
2648,-1,0.0,0.07268996972520349
2649,-1,0.0,0.010491916194599913
2650,-1,0.0,0.0010529460758985111
2651,-1,0.0,0.01844993879296584
2652,-1,0.0,0.012291636727927732
2653,-1,0.0,0.03051689974170951
2654,-1,0.0,0.01623412564050351
2655,-1,0.0,0.04317305633704638
2656,-1,0.0,0.01269814199097385
2657,-1,0.0,0.046225393629227306
2658,-1,0.0,0.03532339716991514
2659,51,1.0,0.0
2660,-1,0.0,0.005540833148370616
2661,-1,0.0,0.022722344079933968
2662,-1,0.0,0.023444970531619053
2663,-1,0.0,0.00705721752982483
2664,-1,0.0,0.0011074390024531672
2665,-1,0.0,0.11145167847836421
2666,-1,0.0,0.0011453328511377133
2667,-1,0.0,0.09740693705603469
2668,-1,0.0,0.0022104093669393665
2669,-1,0.0,0.07745678313092466
2670,-1,0.0,0.16991490817877147
2671,-1,0.0,0.1604533107270818
2672,-1,0.0,0.10667933383963779
2673,-1,0.0,0.020002270265847423
2674,-1,0.0,0.005444051316419663
2675,-1,0.0,0.0027332442837114243
2676,-1,0.0,0.025820697286027015
2677,-1,0.0,0.021423999874940588
2678,-1,0.0,0.013548212684585826
2679,-1,0.0,0.04131464543138021
2680,-1,0.0,0.005698262136317151
2681,-1,0.0,0.0006721226884030116
2682,-1,0.0,0.001097795301852278
2683,-1,0.0,0.025414093300059625
2684,-1,0.0,0.021013337514771448
2685,-1,0.0,0.015605043628027351
2686,19,1.0,0.0
2687,-1,0.0,0.008106897157997504
2688,-1,0.0,0.009232788671312993
2689,-1,0.0,0.005131240240699551
2690,-1,0.0,0.03467953127607882
2691,40,1.0,0.0
2692,27,1.0,0.0
2693,-1,0.0,2.4635290243596896e-06
2694,-1,0.0,0.14515068541650566
2695,-1,0.0,0.17696527732453463
2696,-1,0.0,0.05936038690047462
2697,-1,0.0,0.19105774646057527
2698,-1,0.0,0.143436062035444
2699,-1,0.0,0.005969125020952597
2700,-1,0.0,0.0042768475457500305
2701,-1,0.0,0.03298410835684883
2702,-1,0.0,0.0018986412915008417
2703,-1,0.0,0.022355469425715806
2704,-1,0.0,0.019285237268991683
2705,-1,0.0,0.2482086289215742
2706,-1,0.0,0.0007620400374795417
2707,-1,0.0,0.034389996479092334
2708,-1,0.0,0.03591610887094986
2709,-1,0.0,0.032225635866018836
2710,-1,0.0,0.134905565884278
2711,-1,0.0,0.004512807053751123
2712,-1,0.0,0.005623231432636072
2713,-1,0.0,0.15196328375195753
2714,-1,0.0,0.04087610728314489
2715,-1,0.0,0.0034811029518464604
2716,-1,0.0,0.0475582285404889
2717,-1,0.0,0.013683863768012377
2718,-1,0.0,0.00963157911004045
2719,-1,0.0,0.0008420869443448772
2720,-1,0.0,0.0210852499197295
2721,-1,0.0,0.08678909263945397
2722,-1,0.0,0.006307367951640593
2723,-1,0.0,0.0004904952969709826
2724,-1,0.0,0.013665188372338153
2725,-1,0.0,0.008490668166904289
2726,-1,0.0,0.024323349266035223
2727,-1,0.0,0.0019490593057280357
2728,-1,0.0,0.008593519337328395
2729,-1,0.0,0.041359890087993754
2730,-1,0.0,0.003463033194626849
2731,-1,0.0,0.008350582551320032
2732,-1,0.0,0.005881922988881658
2733,-1,0.0,0.0331125878163359
2734,-1,0.0,0.022814994728513265
2735,-1,0.0,0.016149641480670263
2736,-1,0.0,0.0037322185034291133
2737,52,0.9951712651394555,0.0048287348605444615
2738,-1,0.0,0.0054621018403446745
2739,-1,0.0,0.05018044049409754
2740,-1,0.0,0.0013856963563495274
2741,-1,0.0,0.00032679936418048445
2742,48,0.7716276270562051,0.2283723729437949
2743,-1,0.0,0.04385698840592558
2744,-1,0.0,0.0219403607789912
2745,-1,0.0,0.007439584433138796
2746,48,0.8590991666422017,0.14090083335779832
2747,-1,0.0,0.05513797022025358
2748,-1,0.0,0.013313226971985333
2749,-1,0.0,0.009769695870473764
2750,-1,0.0,0.006597956918665423
2751,-1,0.0,0.008255926431721928
2752,-1,0.0,0.0053494353565154435
2753,-1,0.0,0.09686858234880384
2754,-1,0.0,0.009782646738386278
2755,-1,0.0,0.17615333548588857
2756,-1,0.0,0.1761610678983132
2757,-1,0.0,0.004292553359358341
2758,-1,0.0,0.04694251341653593
2759,-1,0.0,0.004519151499556497
2760,-1,0.0,0.0021305621453254426
2761,-1,0.0,0.012404366586546848
2762,-1,0.0,0.0036925729507488584
2763,-1,0.0,0.052874990988042124
2764,-1,0.0,0.03340113569791834
2765,-1,0.0,0.030969721463900503
2766,-1,0.0,0.0008993674614905887
2767,-1,0.0,0.0007018117970277937
2768,-1,0.0,0.02163059558715859
2769,-1,0.0,0.10623755730011872
2770,-1,0.0,0.002012525746356754
2771,-1,0.0,0.04274919863654086
2772,-1,0.0,0.0005262635524109986
2773,-1,0.0,0.007408504788911777
2774,-1,0.0,0.11283588722210684
2775,-1,0.0,0.017348243600114884
2776,-1,0.0,0.027091050278563705
2777,-1,0.0,0.0015936994047317354
2778,8,1.0,0.0
2779,-1,0.0,0.0010152395228145601
2780,-1,0.0,0.0008732528095935283
2781,-1,0.0,0.0019058494022452127
2782,-1,0.0,0.0022643714554146555
2783,-1,0.0,0.027789059408477448
2784,-1,0.0,0.023596016576106837
2785,-1,0.0,0.2120883898857142
2786,-1,0.0,0.16727427910895984
2787,-1,0.0,0.028535055570682134
2788,-1,0.0,0.003493547128380284
2789,-1,0.0,0.04495538907050206
2790,-1,0.0,0.0012877754442290321
2791,-1,0.0,0.015830008213188806
2792,-1,0.0,0.007510749872160088
2793,-1,0.0,0.007841991871648529
2794,-1,0.0,0.0009916189518877014
2795,-1,0.0,0.18499902026382897
2796,-1,0.0,0.002887271506920076
2797,-1,0.0,0.0009907008876575835
2798,-1,0.0,0.0021080601590892697
2799,-1,0.0,0.003888399739330587
2800,-1,0.0,0.04068472244031655
2801,-1,0.0,0.02288522078763684
2802,-1,0.0,0.0029238285903656768
2803,-1,0.0,0.0027678538790462783
2804,-1,0.0,0.0031055544163159274
2805,-1,0.0,0.0014802080484040661
2806,-1,0.0,0.0035795773665702048
2807,-1,0.0,0.0007981530381711592
2808,-1,0.0,0.007345104973648283
2809,-1,0.0,0.006735035588808414
2810,-1,0.0,0.011566664545825951
2811,-1,0.0,0.013756551124162632
2812,-1,0.0,0.030828609781510512
2813,-1,0.0,0.002735321510692026
2814,-1,0.0,0.005413270588731693
2815,-1,0.0,0.010310805885554606
2816,-1,0.0,0.0009827428072500212
