cluster_id,size,avg_distance,max_distance,density
0,3,0.9630906998443782,1.0119054137454029,1.038323804976609
1,4,0.8051461806171285,0.9662578096640794,1.2420104871310698
2,1,0.0,0.0,0.0
3,7,0.8317216884482754,1.024175724870047,1.2023252656374486
4,4,0.7587216907918127,0.8790268175533619,1.3180063416354761
5,6,0.7813289038314317,0.9550335127953158,1.2798707370177433
6,5,0.7228215273259769,0.814394365136711,1.3834673736121608
7,3,0.8209769479221493,0.9255711757585098,1.2180609973653327
8,16,0.8133211806987057,1.008085014772056,1.229526568016983
9,11,0.8566068175843935,1.0530126225968401,1.1673967326339652
10,29,0.7304613027933813,0.9686338303205595,1.3689979142986313
11,3,0.8244564909659796,0.937433658098568,1.2129202825831884
12,22,0.8041145817493648,0.9578265047369952,1.2436038628033372
13,9,0.9030936583839045,1.1125542985378998,1.107304863362135
14,7,0.8199537455202727,0.9833444181481132,1.2195809891269969
15,13,0.8033474674904754,1.0093032718350101,1.2447913766677259
16,13,0.7809668333574695,0.9924155836166848,1.2804641084447603
17,19,0.7592712256512423,0.9963715671267664,1.3170524131772277
18,6,0.8358942970368127,1.0183754192084924,1.196323510693793
19,7,0.793081428208817,0.8924739524774619,1.2609045735171367
20,3,0.6889832385353313,0.7652106237455937,1.4514141187612066
21,10,0.8103978570120456,0.9719799244405066,1.2339618020302048
22,29,0.703363211280237,0.9774939567388784,1.421740551627423
23,17,0.8097545925705671,1.0061936176464061,1.2349420542654763
24,18,0.7917055383028101,0.9640783939510461,1.2630958754484825
25,6,0.8213444443018791,1.001745907777069,1.2175159970187335
26,32,0.745732714982353,0.944926658338924,1.3409630285881502
27,11,0.8234289046385949,0.9887027946014602,1.2144339291063662
28,5,0.8626889257703908,1.2002832379454687,1.1591663809837236
29,17,0.7559292951635698,0.9970671776993777,1.3228750445286257
30,10,0.7744830090567905,0.9263804260314183,1.2911839101775222
31,4,0.9012945249410048,1.0113818299980004,1.109515227628234
32,2,0.5813752607577208,0.5813752607577208,1.7200594306277759
33,5,0.9214473150118172,1.077115681438209,1.085249241826892
34,6,0.7343929525245726,0.8124739923029454,1.3616688403154853
35,6,0.8687508879438944,1.032566030206957,1.151077960181126
36,3,0.7792645826616216,0.8488910350281436,1.2832611955549735
37,18,0.8105523477941028,1.03812367476095,1.23372660966497
38,12,0.8436350777219983,1.0508088036830878,1.1853466343531158
39,14,0.6973774992537933,0.7953397754547453,1.433943597363004
